2017-04-19 15:12:44,823 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=MOBA; AppPath=E:\Dev\MOBAServer\Photon-OnPremise-Server\deploy\MOBA, Type=MOBAServer.MobaApplication 
2017-04-19 15:12:49,982 [15] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 15:12:49,984 [15] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 15:12:56,445 [15] INFO  MOBAServer.MobaApplication - 客户端请求：0_1_Photon.SocketServer.SendParameters
2017-04-19 15:13:46,405 [15] INFO  MOBAServer.MobaApplication - 客户端请求：0_1_Photon.SocketServer.SendParameters
2017-04-19 15:14:23,465 [13] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 15:14:23,465 [13] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 15:14:30,099 [15] INFO  MOBAServer.MobaApplication - 客户端请求：0_1_Photon.SocketServer.SendParameters
2017-04-19 15:15:09,870 [15] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 15:15:09,870 [15] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 15:15:16,780 [13] INFO  MOBAServer.MobaApplication - 客户端请求：0_1_Photon.SocketServer.SendParameters
2017-04-19 15:15:21,358 [11] INFO  MOBAServer.MobaApplication - 客户端请求：0_0_Photon.SocketServer.SendParameters
2017-04-19 15:16:32,987 [10] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 15:16:32,988 [10] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 15:16:36,098 [10] INFO  MOBAServer.MobaApplication - 客户端请求：0_0_Photon.SocketServer.SendParameters
2017-04-19 15:16:37,977 [15] INFO  MOBAServer.MobaApplication - 客户端请求：0_0_Photon.SocketServer.SendParameters
2017-04-19 15:16:41,008 [13] INFO  MOBAServer.MobaApplication - 客户端请求：0_0_Photon.SocketServer.SendParameters
2017-04-19 17:34:45,399 [14] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:34:45,424 [14] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:36:44,396 [11] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:36:44,396 [11] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:37:13,336 [11] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:37:13,336 [11] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:42:37,754 [13] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:42:37,755 [13] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:42:42,702 [11] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:42:42,702 [11] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:45:38,898 [12] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:45:38,899 [12] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:46:49,935 [11] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:46:49,935 [11] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:47:34,367 [15] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
2017-04-19 17:47:34,368 [15] INFO  MOBAServer.MobaApplication - 创建：127.0.0.1
2017-04-19 17:47:43,681 [14] INFO  MOBAServer.MobaApplication - 上线：127.0.0.1
